node,community
8823324274,17
8823325001,14
8823325002,14
8823325967,59
8823326945,70
8823326951,70
8823326963,70
8823327596,43
8823327598,43
8823327599,43
8823327600,43
8823329570,25
8823329640,43
8823330112,14
8823330113,14
8823332465,14
8823332471,14
8823333196,43
8823333197,43
8823333206,78
8823335003,70
8823335008,70
8823335335,59
8823336820,31
8823337462,43
8823338350,59
8823338351,59
8823338357,59
8823340775,31
8823340776,31
8823341615,31
8823341945,49
8823342179,25
8823342891,60
8823342896,60
8823344126,59
8823344176,43
8823344638,70
8823345281,78
8823345284,78
8823345285,78
8823345286,78
8823346854,43
8823346855,43
8823348497,59
8823348498,59
8823349418,31
8823349807,27
8823350277,59
8823350278,59
8823350279,59
8823352659,25
8823352661,25
8823356113,27
8823356116,27
8823359223,25
8823361551,78
8823361558,78
8823368457,28
8823368459,28
8823368461,28
8823372121,59
8823372162,70
8823372165,70
8823372579,70
8823372607,60
8823372692,59
8823374823,28
8823374827,28
8823374875,60
8823374877,60
8823379617,27
8823379621,27
8823387599,28
8823388883,28
8823388887,28
8823388897,28
8823390303,61
8823392201,60
8823393329,28
8823393333,28
8823396493,59
8823396506,59
8823396507,59
8823396515,59
8823398109,28
8823399248,11
8823399273,28
8823399487,28
8823399489,28
8823401560,28
8823401561,28
8823401562,28
8823401563,28
8823405105,61
8823405106,61
8823405107,61
8823405109,61
8823406763,61
8823406765,61
8823406891,59
8823406902,59
8823406904,59
8823406905,59
8823406958,60
8823406959,60
8823407086,59
8823407101,33
8823409841,60
8823409845,60
8823409861,60
8823409948,60
8823412352,59
8823412363,59
8823412375,59
8823412377,59
8823415346,59
8823415349,59
8823421485,61
8823421489,61
8823422361,61
8823422500,61
8823422504,61
8823425315,11
8823425356,11
8823426004,61
8823431216,61
8823431600,32
8823431601,32
8823444371,60
8823449079,60
8823449080,60
8823449414,61
8823449415,61
8823452807,61
8823453327,11
8823459694,57
8823465911,19
8823466528,61
8823469391,61
8823472106,61
8823472802,61
8823472803,61
8823485886,61
8823487884,61
8823487900,61
8823490720,61
8823491013,61
8823494081,4
8823495199,61
8823495205,61
8823495794,78
8823496044,51
8823496668,60
8823500727,61
8823502390,60
8823502397,60
8823507842,33
8823526613,43
8823526614,43
8823527853,78
8823528682,68
8823528684,68
8823530375,6
8823530699,59
8823536061,59
8823536062,59
8823536063,59
8823536064,59
8823537429,68
8823537432,68
8823538216,6
8823538469,82
8823538475,82
8823539131,78
8823540446,68
8823540471,44
8823540475,44
8823540476,68
8823540567,59
8823541489,6
8823541594,68
8823541599,68
8823543117,78
8823543120,78
8823544370,68
8823544371,68
8823544372,68
8823544373,68
8823544388,68
8823547087,68
8823547093,68
8823548220,61
8823548313,8
8823548314,8
8823549516,61
8823549586,68
8823549588,68
8823549589,68
8823549593,68
8823549595,68
8823549598,68
8823550039,6
8823550043,6
8823550269,51
8823550273,51
8823551176,49
8823551178,49
8823551181,49
8823551651,82
8823551661,82
8823551662,82
8823551665,82
8823556355,68
8823556550,44
8823556626,68
8823560567,68
8823560570,68
8823560571,68
8823561075,49
8823563255,61
8823563262,61
8823563263,61
8823563264,61
8823568403,49
8823568410,49
8823571937,61
8823571938,61
8823572116,51
8823575176,68
8823575178,68
8823576245,61
8823577680,44
8823577681,44
8823578546,61
8823578550,61
8823579465,61
8823579961,61
8823579993,61
8823579995,61
8823580000,61
8823580480,68
8823580587,33
8823581577,6
8823585499,61
8823588743,61
8823590222,61
8823591719,61
8823591723,61
8823591736,44
8823591737,44
8823591841,44
8823595556,52
8823595561,52
8823600688,22
8823601944,6
8823601949,6
8823603187,22
8823603191,22
8823603246,22
8823604830,6
8823604835,6
8823604840,6
8823606251,44
8823606252,44
8823609275,44
8823609279,44
8823611898,23
8823611900,23
8823611903,23
8823611904,23
8823611905,23
8823611906,23
8823611907,23
8823614444,44
8823614449,44
8823618435,6
8823621482,44
8823621483,44
8823621484,68
8823623529,23
8823631502,51
8823633799,35
8823636104,33
8823636215,61
8823637811,44
8823639478,22
8823639479,23
8823639484,23
8823639485,23
8823639492,23
8823639493,23
8823641496,61
8823645159,33
8823645161,33
8823648521,61
8823650976,61
8823651999,23
8823652001,23
8823652004,23
8823652026,61
8823654689,23
8823654690,23
8823654691,23
8823654692,23
8823654693,23
8823654699,23
8823654700,23
8823654703,23
8823654704,23
8823654705,23
8823658969,23
8823658974,23
8823672527,61
8823681525,35
8823681527,35
8823681530,35
8823682700,6
8823682701,6
8823682702,6
8823682703,6
8823682704,6
8823682705,6
8823682706,6
8823682707,6
8823682708,6
8823682714,6
8823682715,6
8823697116,56
8823698221,6
8823698223,6
8823698224,6
8823698225,6
8823698226,6
8823698232,6
8823698239,6
8823698246,6
8823698248,6
8823698250,6
8823698251,6
8823698252,6
8823698253,6
8823698254,6
8823698255,6
8823698256,6
8823698258,6
8823698259,6
8823698261,6
8823698262,6
8823698264,6
8823698265,6
8823698271,6
8823698285,6
8823698289,6
8823698293,6
8823698297,6
8823701900,56
8823701902,56
8823704424,56
8823704433,56
8823704434,56
8823704441,56
8823704455,56
8823712271,49
8823716249,82
8823716250,82
8823720696,43
8823720709,43
8823721610,52
8823721611,52
8823721693,82
8823721694,82
8823722719,56
8823722720,56
8823722723,56
8823722733,56
8823722734,56
8823722735,56
8823722736,56
8823723149,56
8823723152,56
8823723163,56
8823723164,56
8823723170,56
8823723508,43
8823724952,51
8823724955,51
8823725548,82
8823725549,82
8823726212,85
8823726213,85
8823726646,82
8823726647,82
8823728068,69
8823728071,69
8823730541,16
8823730833,14
8823732633,48
8823732645,48
8823733551,76
8823733843,78
8823733846,33
8823734404,56
8823734518,85
8823734522,85
8823734525,85
8823735693,69
8823735694,69
8823736741,16
8823736742,16
8823736888,69
8823736972,69
8823739533,69
8823739539,69
8823740067,16
8823740071,16
8823741762,33
8823741772,33
8823741780,33
8823742066,69
8823742070,69
8823742249,54
8823742604,69
8823742605,69
8823742607,69
8823742612,69
8823742732,43
8823742747,43
8823745566,82
8823745567,82
8823746514,76
8823747914,69
8823747915,69
8823750771,69
8823750772,69
8823751166,82
8823751169,82
8823752009,33
8823754545,69
8823754719,69
8823754722,69
8823754973,82
8823755335,52
8823755344,52
8823755754,69
8823755762,69
8823756224,52
8823756632,43
8823756633,43
8823759139,14
8823759704,14
8823759706,14
8823759707,14
8823759713,14
8823764324,82
8823764325,82
8823767006,61
8823767156,52
8823768224,82
8823768233,82
8823768235,82
8823768673,82
8823769365,66
8823769366,66
8823769458,33
8823774653,82
8823774654,82
8823776148,61
8823776158,61
8823780634,64
8823780639,64
8823780640,64
8823783668,61
8823783669,61
8823783672,82
8823788471,78
8823789305,69
8823789306,69
8823789314,69
8823790940,64
8823790999,14
8823791188,52
8823791189,52
8823791190,52
8823791191,52
8823795221,47
8823795222,47
8823795488,69
8823795489,69
8823796809,66
8823798398,47
8823799355,61
8823799978,82
8823799988,82
8823825267,69
8823825270,69
8823825301,17
8823825304,66
8823825306,66
8823860186,33
8823860627,69
8823860628,69
8823860629,69
8823860635,69
8823867022,66
8823867041,66
8823868068,52
8823868070,52
8823868090,24
8823868091,24
8823872249,47
8823872251,47
8823874513,24
8823874515,24
8823878115,14
8823878116,14
8823880764,66
8823880771,66
8823881232,56
8823881235,56
8823881257,56
8823881258,56
8823881267,56
8823882883,56
8823882884,56
8823884407,76
8823884912,52
8823886515,14
8823886684,52
8823887181,66
8823887187,66
8823887617,52
8823887618,24
8823887629,24
8823889210,56
8823889215,56
8823889216,56
8823889445,56
8823889506,56
8823890122,82
8823890946,52
8823890952,52
8823893146,14
8823893151,14
8823894861,14
8823894866,14
8823897780,18
8823897786,18
8823897787,18
8823898969,82
8823898975,82
8823901736,54
8823912312,76
8823912382,56
8823912404,56
8823912504,18
8823912513,18
8823914667,14
8823914668,14
8823914669,14
8823915378,54
8823916101,82
8823916980,16
8823919475,52
8823921292,47
8823938077,56
8823938480,82
8823938481,82
8823942303,82
8823942304,82
8823942455,56
8823947280,82
8823947291,82
8823947297,82
8823950907,82
8823950909,82
8823953761,82
8823953767,82
8823956458,14
8823956459,14
8823957107,66
8823961886,24
8823962164,82
8823962166,82
8823963783,82
8823966515,82
8823966516,82
8823967030,16
8823967034,16
8823967168,82
8823967173,82
8823984080,33
8823988617,68
8823990151,47
8823990153,47
8823990365,66
8823990367,66
8823990373,66
8823990379,66
8823990382,66
8823994517,66
8824007230,64
8824007233,64
8824012799,24
8824013343,31
8824019403,56
8824019407,56
8824020535,56
8824020539,56
8824020540,56
8824020547,56
8824020618,23
8824020620,23
8824020674,56
8824020675,56
8824020681,56
8824020682,16
8824023057,66
8824024605,16
8824024606,16
8824024702,66
8824025020,76
8824025102,56
8824025111,56
8824025112,56
8824029524,16
8824029525,16
8824030319,66
8824030320,66
8824030322,66
8824030783,47
8824031185,43
8824031186,43
8824031187,43
8824031201,66
8824031304,56
8824034893,23
8824034896,56
8824034900,56
8824034901,56
8824034909,56
8824035515,47
8824044980,17
8824045127,43
8824045134,43
8824045136,43
8824045149,43
8824045151,43
8824050569,16
8824050572,16
8824050636,56
8824050653,56
8824050654,56
8824050660,56
8824053441,16
8824053442,16
8824053443,16
8824053444,16
8824053467,47
8824057282,64
8824057316,56
8824060350,56
8824060357,56
8824065539,66
8824065557,66
8824066462,16
8824066817,47
8824068349,31
8824072131,14
8824072267,23
8824072268,23
8824073416,23
8824077847,56
8824079409,20
8824079428,76
8824080129,23
8824080553,43
8824080768,47
8824080769,47
8824081377,17
8824085160,14
8824085162,14
8824085623,56
8824086117,23
8824089638,47
8824090102,16
8824090107,16
8824090389,17
8824090390,17
8824093176,56
8824093184,56
8824093185,56
8824096333,16
8824097597,23
8824099620,66
8824099621,66
8824099622,66
8824099645,66
8824104320,56
8824104330,56
8824104331,56
8824104333,56
8824104334,56
8824104346,56
8824111033,47
8824111035,47
8824113454,47
8824115127,66
8824115129,66
8824115130,66
8824115134,66
8824115162,66
8824115163,66
8824116132,61
8824117683,64
8824118797,66
8824118800,66
8824119700,47
8824119703,47
8824123965,16
8824123966,16
8824123975,16
8824127677,64
8824128235,6
8824128590,61
8824128594,61
8824128595,61
8824137651,61
8824137701,66
8824137702,66
8824138020,47
8824138029,47
8824141373,56
8824161418,61
8824166928,61
8824175490,23
8824175496,23
8824175499,23
8824214688,61
8824214692,61
8824217462,53
8824217469,53
8824227307,66
8824244687,48
8824244698,48
8824250211,23
8824279521,48
8824309911,35
8824309914,35
8824347303,16
8824350681,16
8824351765,66
8824353930,76
8824358867,76
8824365042,76
8824366689,12
8824366696,12
8824379542,33
8824379549,33
8824379552,33
8824395846,53
8824411336,33
8824411338,33
8824411343,33
8824411348,33
8824417233,16
8824430397,16
8824433358,66
8824433359,11
8824433363,11
8824454231,33
8824454232,33
8824467499,33
8824479475,33
8824487675,69
8824487677,69
8824487678,69
8824487925,69
8824487929,69
8824490839,24
8824490840,24
8824497098,69
8824497114,69
8824506316,33
8824543853,33
8824601437,66
8824659114,44
8824665689,44
8824684387,44
8824684388,44
8825311796,1
8825311797,1
8825311798,1
8825311801,1
8825311802,1
8825311804,1
8825311805,1
8825311806,1
8825313513,1
8825313514,1
8825321965,1
8825321967,1
8825321969,1
8825321971,1
8825321975,1
8825430785,1
8825430787,1
8825430791,1
8825430792,1
8825430793,1
8825430794,1
8825436665,1
8825436670,1
8825472294,1
8825472295,1
8825472296,1
8825472297,1
8825548391,1
8825548396,1
8825548397,1
8825548400,1
8825548402,1
8825548405,1
8825548410,1
8825548412,1
8825548413,1
8825555042,1
8825555046,1
8825555048,1
8825555051,1
8825555053,1
8825631984,1
8825631985,1
8825631986,1
8825631987,1
8825704417,1
8825704419,1
8825704420,1
8825704422,1
8825704425,1
8825704426,1
8825786171,67
8825794606,41
8825794607,41
8825796795,67
8825796796,67
8825797450,41
8825797451,41
8825797856,41
8825801544,41
8825801545,41
8825805389,67
8825806168,67
8825806169,67
8825810000,67
8825810001,67
8825812671,67
8825812677,67
8825813160,41
8825813161,41
8825817489,67
8825817493,67
8825818562,67
8825818567,67
8825818875,67
8825823526,41
8825823527,41
8825823531,41
8825823532,41
8825826096,67
8825826097,67
8825826105,41
8825827416,67
8825829926,41
8825833108,41
8825833109,41
8825833927,41
8825833937,41
8825838461,41
8825838462,41
8825887211,1
8826000785,17
8826000786,17
8826000789,17
8826000790,17
8826000795,17
8826000802,17
8826000808,17
8826023063,17
8826023066,17
8826023068,17
8826023069,17
8826023070,17
8826023073,17
8826023074,17
8826026304,17
8826026308,17
8826026309,17
8826026311,17
8826026312,17
8826026313,17
8826026314,17
8826026315,17
8826031294,62
8826031297,16
8826031299,17
8826031300,17
8826031301,17
8826031302,17
8826031303,17
8826031304,17
8826031305,17
8826031306,17
8826031307,17
8826031308,17
8826031309,17
8826032346,17
8826032347,17
8826032349,17
8826032350,17
8826032354,17
8826032356,17
8826045977,17
8826045985,17
8826045986,17
8826045987,17
8826045988,17
8826045989,17
8826048617,17
8826048622,17
8826048625,17
8826048626,17
8826048630,17
8826048633,17
8826048636,17
8826056440,17
8826056441,17
8826056442,17
8826056444,17
8826056445,17
8826056446,17
8826056447,17
8826056449,17
8826056450,17
8826056451,17
8826056452,17
8826056668,17
8826056672,17
8826056675,17
8826056678,17
8826056679,17
8826056680,17
8826072554,17
8826072559,17
8826072564,17
8826072568,17
8826077538,17
8826077551,17
8826077555,17
8826077557,17
8826077558,17
8826077560,17
8826077561,17
8826077562,17
8826080183,17
8826080187,17
8826080190,17
8826080193,17
8826080196,17
8826081683,17
8826081685,17
8826081688,17
8826081689,17
8826081692,17
8826081693,17
8826105096,17
8826105100,17
8826110705,17
8826110706,17
8826110707,17
8827209759,7
8827216023,7
8827217272,7
8827229737,7
8827233423,7
8829683368,14
8829683370,14
8829687538,14
8829687541,14
8829699921,14
8829701619,14
8829701622,14
8830735229,7
8830741838,7
8830746515,8
8830751129,7
8830753135,8
8830753136,8
8830753374,8
8830753376,8
8830753383,8
8830753384,8
8830756412,8
8830757937,2
8830757938,2
8830759806,1
8830760017,2
8830760302,8
8830766467,8
8830766468,8
8830766469,8
8830766470,8
8830766471,8
8830768595,8
8830768603,8
8830774578,70
8830775199,8
8830777970,67
8830777976,67
8830778088,31
8830778091,31
8830779252,83
8830781265,25
8830781279,24
8830781283,24
8830781927,83
8830781928,83
8830782460,67
8830783222,67
8830783225,67
8830783226,67
8830783231,67
8830783294,8
8830783298,8
8830783314,41
8830783821,83
8830783822,83
8830784714,83
8830784774,8
8830784807,8
8830784812,8
8830785925,31
8830785928,31
8830795159,25
8830795160,25
8830795161,8
8830795162,8
8830795163,8
8830795164,8
8830796738,24
8830797434,83
8830797443,83
8830797485,31
8830797487,31
8830798059,83
8830798374,16
8830799030,16
8830799035,16
8830799041,16
8830799046,16
8830799278,67
8830801329,83
8830801441,67
8830801449,67
8830801521,16
8830801527,16
8830801902,8
8830801904,8
8830802125,8
8830802134,8
8830802708,8
8830802712,8
8830802714,8
8830802799,67
8830804246,67
8830805104,31
8830805241,31
8830807715,8
8830807770,8
8830809392,41
8830809394,41
8830809397,41
8830809779,39
8830809782,39
8830809789,39
8830810311,67
8830810315,67
8830810526,8
8830810865,70
8830812909,83
8830815043,25
8830815047,25
8830815131,39
8830815133,39
8830815707,25
8830818262,33
8830818269,33
8830819292,83
8830819295,83
8830819907,70
8830820126,8
8830820135,8
8830820819,41
8830820823,41
8830820825,41
8830820905,67
8830820915,67
8830823833,39
8830824066,67
8830824074,67
8830824405,41
8830824407,41
8830825905,25
8830826492,73
8830827070,24
8830831890,41
8830835376,67
8830835377,67
8830835383,67
8830835384,67
8830835386,67
8830835389,67
8830835394,67
8830835554,67
8830835565,67
8830836290,25
8830836301,25
8830836313,25
8830837876,32
8830838314,67
8830838803,73
8830838917,67
8830838924,67
8830840794,6
8830840799,6
8830840904,16
8830840907,16
8830840908,16
8830840916,16
8830842384,25
8830843922,6
8830844418,39
8830844423,39
8830845809,67
8830845815,67
8830845818,67
8830846756,67
8830846758,67
8830846772,67
8830846774,67
8830846776,41
8830846777,41
8830846784,41
8830857047,67
8830857048,67
8830857050,67
8830857051,67
8830858969,41
8830858977,41
8830859405,67
8830859406,67
8830859408,67
8830859409,67
8830859414,67
8830860573,33
8830860607,32
8830860608,32
8830861626,67
8830861627,67
8830861631,67
8830861657,67
8830861678,67
8830861679,67
8830861711,67
8830861712,67
8830861713,67
8830866326,67
8830866331,67
8830868251,41
8830868255,41
8830869056,41
8830869136,67
8830869141,67
8830869144,67
8830869149,67
8830870742,67
8830870743,67
8830870746,67
8830870762,67
8830870763,67
8830870771,67
8830870774,67
8830871504,67
8830871505,67
8830875034,6
8830875038,6
8830875041,67
8830875042,6
8830875043,6
8830875047,67
8830875050,67
8830875393,17
8830875603,84
8830878297,17
8830878440,16
8830878442,16
8830879524,32
8830879526,32
8830879811,84
8830880746,12
8830882599,32
8830883989,67
8830883990,67
8830883993,6
8830884007,6
8830884008,67
8830884014,67
8830886780,67
8830886781,67
8830886782,32
8830888273,67
8830888285,67
8830888947,17
8830888948,17
8830890038,33
8830890039,33
8830890040,33
8830890041,33
8830890050,41
8830891339,67
8830891354,67
8830892966,16
8830893406,84
8830893420,17
8830893467,1
8830893480,1
8830893750,32
8830893759,32
8830893760,32
8830893773,32
8830893789,41
8830893794,16
8830894104,67
8830895322,67
8830895336,1
8830895337,1
8830895758,16
8830895770,16
8830895918,67
8830895920,67
8830895921,67
8830895922,6
8830897019,67
8830898641,17
8830899072,32
8830899078,32
8830899219,41
8830903117,16
8830903448,32
8830903451,32
8830906444,41
8830906449,41
8830915744,32
8830915748,32
8830917400,32
8830917402,32
8830917405,32
8830918300,32
8830918305,32
8830919250,32
8830919255,32
8830921140,32
8830921724,41
8830922606,1
8830922608,1
8830923815,1
8830926443,32
8830933073,32
8830933494,32
8830933513,32
8830933514,32
8830933737,1
8830938223,1
8830938228,1
8830939742,12
8830939770,67
8830943609,32
8830946601,70
8830946605,70
8830948341,1
8830948364,1
8830951419,32
8830955078,32
8830955086,12
8830955089,12
8830955125,1
8830956565,32
8830956567,32
8830956850,12
8830957610,32
8830957611,32
8830957613,32
8830958588,12
8830958592,12
8830961071,67
8830961073,67
8830961136,12
8830961979,32
8830961994,32
8830963177,59
8830963198,59
8830966801,25
8830967087,32
8830968151,67
8830968184,67
8830968203,31
8830968239,67
8830968242,67
8830968245,67
8830970718,67
8830970719,67
8830971849,67
8830973345,61
8830973352,61
8830975702,2
8830978506,3
8830982208,12
8830983876,67
8830983891,67
8830983896,38
8830983908,38
8830984083,67
8830984084,67
8830986173,7
8830986176,7
8830986419,41
8830986432,41
8830986723,12
8830986724,12
8830988089,12
8830988144,12
8830991853,12
8830991854,12
8830995418,12
8830995420,12
8830995636,61
8830996823,12
8830996825,12
8830999171,7
8830999194,67
8830999195,67
8830999196,67
8830999197,67
8831000833,12
8831000834,12
8831000835,12
8831001373,67
8831001382,67
8831002961,67
8831003006,38
8831005781,60
8831005784,60
8831007442,67
8831007462,67
8831010745,8
8831021492,67
8831021496,67
8831022569,8
8831022575,8
8831026065,70
8831026229,16
8831026233,16
8831026958,67
8831026960,67
8831029588,16
8831029596,16
8831036306,76
8831039525,38
8831039528,38
8831039531,38
8831039535,8
8831040034,25
8831040039,25
8831040998,32
8831041362,7
8831041363,7
8831043282,31
8831043283,31
8831043286,31
8831045032,61
8831045038,61
8831052064,25
8831052065,25
8831052760,25
8831052761,25
8831056844,64
8831056860,31
8831057248,61
8831057251,32
8831057259,32
8831057582,70
8831059013,76
8831059016,76
8831059213,8
8831061028,8
8831061036,2
8831062852,32
8831062869,32
8831063841,31
8831063844,31
8831064227,31
8831064231,31
8831065114,32
8831065115,32
8831066172,2
8831066198,60
8831066199,60
8831067067,74
8831069521,2
8831070874,6
8831074458,32
8831075399,8
8831076092,16
8831076103,16
8831078520,25
8831080159,2
8831082516,6
8831083271,33
8831084743,60
8831085122,6
8831085294,33
8831088743,81
8831091097,31
8831091269,8
8831091272,8
8831091274,8
8831091290,8
8831093190,81
8831093191,81
8831093223,60
8831094269,81
8831097632,81
8831097637,81
8831098217,2
8831099630,8
8831099893,16
8831099895,16
8831101229,16
8831101230,16
8831106393,31
8831106394,31
8831106686,2
8831106690,2
8831106699,2
8831106710,81
8831106711,81
8831106712,81
8831106713,81
8831106714,81
8831106883,6
8831106884,6
8831106885,81
8831106888,81
8831112358,81
8831112361,81
8831112367,81
8831113936,32
8831114044,32
8831118471,31
8831119256,16
8831119257,16
8831119790,32
8831119796,32
8831120068,8
8831120098,14
8831122220,16
8831122357,16
8831122379,81
8831122380,81
8831122457,16
8831122461,16
8831122975,81
8831122977,81
8831123912,38
8831123916,38
8831124083,6
8831124559,8
8831124575,8
8831125830,2
8831127357,31
8831127418,76
8831130757,7
8831130761,7
8831133009,16
8831133057,16
8831133060,16
8831133061,16
8831133077,16
8831133078,16
8831133088,16
8831133089,16
8831133095,16
8831137437,16
8831138529,8
8831138530,8
8831138531,8
8831138536,8
8831138537,8
8831138538,8
8831138539,8
8831138540,8
8831138587,81
8831139042,81
8831139043,81
8831139057,16
8831139093,16
8831141245,60
8831146341,81
8831147223,38
8831148060,61
8831148950,2
8831149708,81
8831149709,81
8831149710,18
8831149713,18
8831149994,81
8831149996,81
8831149997,81
8831150514,18
8831151606,31
8831151609,31
8831151610,31
8831151611,31
8831152084,18
8831152091,18
8831152756,64
8831152758,64
8831152759,64
8831152761,64
8831155780,76
8831157918,6
8831157941,31
8831158063,2
8831159494,33
8831159500,33
8831159502,33
8831159503,33
8831159506,33
8831159702,6
8831159705,76
8831159706,76
8831159785,2
8831159786,2
8831159833,70
8831159839,70
8831159890,2
8831159893,70
8831159903,70
8831160315,64
8831160329,16
8831160333,16
8831160350,16
8831160351,16
8831160404,16
8831160962,31
8831161890,31
8831161898,31
8831162268,70
8831163356,31
8831163362,31
8831163363,31
8831163377,31
8831166551,16
8831168182,76
8831170122,64
8831171343,8
8831171622,31
8831171628,31
8831171732,64
8831171738,64
8831171747,64
8831171749,64
8831172321,64
8831172324,64
8831172332,64
8831172557,70
8831173832,31
8831173838,31
8831173859,64
8831173862,64
8831173863,64
8831173865,64
8831173870,64
8831173893,29
8831173896,29
8831174843,64
8831174849,64
8831177737,8
8831177752,8
8831178115,39
8831179443,31
8831179458,39
8831179459,39
8831179462,39
8831179675,64
8831180463,2
8831183216,81
8831184919,81
8831185306,6
8831185962,38
8831186017,39
8831187110,64
8831187393,64
8831187399,64
8831187400,64
8831187402,64
8831187403,64
8831187405,64
8831187935,31
8831188093,70
8831188935,8
8831188981,8
8831192815,70
8831194472,31
8831194637,31
8831194649,31
8831195333,70
8831198624,81
8831203813,64
8831204817,64
8831205094,64
8831205283,64
8831205285,64
8831205324,70
8831205534,64
8831205536,64
8831207554,31
8831207931,8
8831208088,44
8831208942,44
8831208961,44
8831208964,44
8831211862,31
8831211865,31
8831212286,29
8831213214,25
8831213924,64
8831213926,64
8831213959,29
8831213962,29
8831213967,29
8831214428,81
8831214438,81
8831214492,29
8831220729,25
8831220947,28
8831220949,28
8831220953,28
8831222409,11
8831223944,62
8831223946,62
8831225805,38
8831226819,38
8831226839,38
8831227074,61
8831227078,61
8831229857,29
8831229909,64
8831229994,64
8831229995,64
8831232750,64
8831232752,64
8831232753,63
8831234678,5
8831234709,8
8831237849,29
8831237859,29
8831238744,29
8831238748,29
8831239861,33
8831245174,5
8831246449,62
8831246451,62
8831246456,62
8831253798,62
8831254122,64
8831254220,38
8831254499,33
8831254502,33
8831254688,17
8831256202,62
8831257063,25
8831257066,25
8831260117,31
8831260120,31
8831260122,31
8831260126,31
8831263449,64
8831263502,38
8831263503,38
8831264614,38
8831265717,33
8831265929,59
8831266022,7
8831266026,7
8831266027,7
8831266032,7
8831268947,8
8831268948,8
8831270853,25
8831270858,25
8831270873,25
8831277545,38
8831284937,18
8831284938,18
8831284956,8
8831286398,28
8831286400,28
8831286406,28
8831286407,28
8831288705,5
8831288709,5
8831289709,64
8831289777,62
8831290471,5
8831290472,5
8831296406,25
8831296409,25
8831296513,26
8831296516,26
8831296789,25
8831296793,25
8831297960,28
8831297961,28
8831297962,28
8831297965,28
8831297968,28
8831298023,70
8831298024,70
8831298259,81
8831298260,81
8831300378,62
8831300385,44
8831300386,44
8831300387,44
8831300442,5
8831300555,47
8831300558,47
8831303222,28
8831303229,28
8831303412,28
8831303413,28
8831303503,7
8831303504,7
8831303612,64
8831303613,64
8831303614,64
8831305310,59
8831305780,18
8831305784,18
8831306809,18
8831306814,18
8831307955,64
8831307957,64
8831308334,18
8831308994,47
8831308998,47
8831312088,49
8831312089,49
8831312469,47
8831312492,28
8831312495,28
8831312496,28
8831312497,28
8831313003,49
8831313474,28
8831313476,28
8831313778,48
8831314095,28
8831314096,28
8831314160,7
8831314161,7
8831314675,64
8831314677,64
8831314692,18
8831315827,26
8831315937,64
8831315938,64
8831317313,64
8831320012,18
8831322497,18
8831323004,26
8831323008,26
8831323009,64
8831323013,64
8831323123,44
8831323194,5
8831324461,18
8831324462,18
8831325543,7
8831325544,7
8831325586,5
8831325588,5
8831326639,64
8831326640,64
8831326641,64
8831326642,64
8831326643,64
8831326644,64
8831326647,47
8831326652,47
8831326654,47
8831326878,25
8831327735,2
8831327736,2
8831329999,62
8831331306,33
8831331314,33
8831331327,28
8831333703,64
8831333704,64
8831334232,44
8831335668,49
8831335670,49
8831337365,26
8831337368,26
8831338311,5
8831338312,5
8831338415,76
8831340454,26
8831344807,76
8831345323,5
8831345745,2
8831345751,2
8831345758,2
8831345764,2
8831347243,18
8831348005,18
8831348006,18
8831348260,7
8831348261,7
8831350397,25
8831350401,25
8831351553,25
8831352984,64
8831353998,32
8831354005,32
8831354008,32
8831354084,33
8831354090,33
8831354111,28
8831354113,28
8831354115,28
8831354418,25
8831354431,25
8831354432,7
8831354433,7
8831355543,18
8831355544,18
8831355557,18
8831357563,26
8831357570,80
8831360386,18
8831360534,63
8831360538,63
8831360563,63
8831360564,63
8831360652,54
8831360654,54
8831365547,25
8831365553,25
8831366016,80
8831366553,11
8831366679,25
8831366688,25
8831368072,28
8831368073,28
8831368896,12
8831369754,26
8831370185,18
8831370186,18
8831373589,7
8831373590,7
8831373591,7
8831373592,32
8831373593,32
8831375938,33
8831375942,33
8831375947,33
8831376435,26
8831376438,26
8831376458,26
8831377726,18
8831377733,18
8831378859,18
8831378863,18
8831379070,80
8831379072,80
8831379073,80
8831379075,80
8831379080,80
8831379322,18
8831379328,18
8831379492,8
8831379930,28
8831379943,28
8831381187,18
8831381922,33
8831381928,33
8831381932,33
8831383119,28
8831383672,80
8831383673,80
8831383882,64
8831384019,76
8831384427,33
8831384436,33
8831384438,18
8831384440,18
8831385145,25
8831385178,64
8831385179,64
8831385180,64
8831385341,28
8831385371,33
8831385372,33
8831386283,80
8831389019,18
8831389032,18
8831389962,44
8831392868,64
8831397527,33
8831397534,33
8831397547,33
8831397569,33
8831397570,33
8831397577,33
8831398540,17
8831398550,17
8831398670,33
8831398671,33
8831398673,33
8831398674,33
8831398678,33
8831398679,33
8831398681,33
8831398682,33
8831398690,33
8831398691,33
8831398692,33
8831398699,33
8831398703,33
8831398721,33
8831398727,18
8831398731,18
8831398778,54
8831398781,54
8831398796,26
8831398961,54
8831398962,54
8831399009,26
8831399030,64
8831399497,28
8831399500,28
8831399531,33
8831399544,33
8831399810,17
8831399811,17
8831403254,33
8831403698,63
8831403699,63
8831403707,63
8831406599,63
8831406604,63
8831406605,63
8831406606,63
8831407036,44
8831408031,32
8831411647,8
8831411653,8
8831411846,54
8831415212,7
8831415213,7
8831416085,63
8831416088,63
8831416367,5
8831416869,63
8831416870,63
8831417660,5
8831417749,63
8831417810,63
8831417921,33
8831417922,33
8831418622,54
8831418624,54
8831418681,80
8831418682,80
8831418983,80
8831419120,54
