node,community
5721518067,77
5721518070,77
5721518071,77
5721518073,77
5721518078,77
5721518089,77
5721518090,77
5721518094,77
5721518099,77
5721519505,91
5721519533,91
5721519543,91
5721519545,91
5721524967,91
5721524969,91
5721524971,91
5721524979,91
5721524980,91
5721525007,91
5721531860,91
5721531861,91
5721531862,91
5721531865,91
5721531876,91
5721531880,91
5721531881,91
5721531882,91
5721531898,91
5721531899,91
5721531900,93
5721531901,93
5721531902,93
5721531903,93
5721531906,93
5721531907,93
5721531910,93
5721531913,93
5721531914,93
5721531915,93
5721531916,93
5721531917,93
5721531918,93
5721531919,93
5721531920,93
5721532682,46
5721532685,46
5721532686,46
5721532721,93
5721532722,93
5721532724,93
5721532725,93
5721532726,93
5721532727,93
5721532728,91
5721532729,91
5721532730,91
5721532731,91
5721532732,91
5721532733,91
5721532734,91
5721532735,91
5721532736,91
5721532737,91
5721532738,91
5721532739,91
5721532743,91
5721532744,91
5721532745,91
5721532746,91
5721532747,91
5721532752,91
5721532756,91
5721533185,110
5721533187,46
5721534474,88
5721534478,88
5721534481,88
5721534497,88
5721534498,88
5721534499,88
5721534501,88
5721534503,88
5721534518,88
5721536121,88
5721536128,88
5721536129,88
5721573397,123
5721573398,123
5721581065,105
5721591072,91
5721591073,91
5721591081,91
5721591084,91
5721591087,91
5721591088,91
5721591090,91
5721591092,91
5721591093,91
5721591094,91
5721591095,91
5721591096,91
5721591097,91
5721591100,91
5721603297,91
5721603302,91
5721603306,91
5721603308,91
5721603311,91
5721603320,91
5721603521,91
5721603530,106
5721603531,106
5721603535,91
5721603539,91
5721603540,91
5721603544,91
5721603545,91
5721603548,91
5721603551,91
5721603562,91
5721603564,91
5721603565,91
5721603566,106
5721603575,91
5721603585,91
5721603586,106
5721603587,106
5721603589,106
5721603593,106
5721603596,106
5721604872,93
5721604879,93
5721604882,91
5721604883,91
5721604884,91
5721604885,91
5721604888,91
5721604889,91
5721604891,91
5721604892,93
5721604893,93
5721604895,93
5721604905,93
5721604907,93
5721604910,93
5721604912,93
5721604913,93
5721605232,93
5721605233,93
5721605234,93
5721615220,93
5721615421,93
5721615422,93
5721617331,91
5721617332,91
5721617333,91
5721617336,91
5721617339,91
5721617346,91
5721617347,91
5721617348,91
5721617349,91
5721617351,91
5721617352,91
5721617355,91
5721617358,91
5721631740,105
5721631741,105
5721635986,77
5721636020,77
5721650922,93
5721650923,93
5721650924,93
5721650925,93
5721650929,93
5721650932,93
5721650934,93
5721650936,93
5721650937,93
5721650938,93
5721650939,93
5721650940,93
5721650943,93
5721650951,93
5721650952,93
5721650953,93
5721650956,93
5721652120,91
5721656821,91
5721656823,91
5721656824,91
5721656825,91
5721656826,91
5721656827,91
5721656830,91
5721656831,91
5721656832,91
5721658468,88
5721658469,91
5721658473,91
5721658474,91
5721658482,91
5721658483,91
5721658485,91
5721658487,91
5721658488,91
5721658489,91
5721658490,91
5721658491,91
5721658501,91
5721658942,113
5721658943,113
5721658945,113
5721658946,113
5721658948,113
5721660797,113
5721677323,46
5721677389,105
5721677390,105
5721677391,105
5721677395,105
5721677402,105
5721677404,105
5721677407,105
5721677408,105
5721677410,105
5721677417,105
5721677418,105
5721677419,105
5721678699,113
5721678700,113
5721687915,170
5721687919,170
5721687920,170
5721687972,93
5721687974,93
5721687976,93
5721687977,93
5721687978,93
5721688522,105
5721688693,107
5721688694,107
5721688697,107
5721703519,105
5721703520,105
5721704521,105
5721704522,105
5721708428,91
5721708429,91
5721708430,91
5721708431,91
5721708432,91
5721708439,91
5721708440,91
5721708441,91
5721708452,91
5721708471,91
5721708472,91
5721708473,91
5721708476,91
5721708480,91
5721708485,91
5721708486,91
5721708488,91
5721715130,105
5721721352,46
5721721354,46
5721721357,46
5721721358,46
5721721359,46
5721721360,46
5721721361,46
5721721364,46
5721721367,46
5721721378,46
5721721379,46
5721734260,105
5721740483,107
5721740484,107
5721740488,107
5721740489,107
5721785571,105
5721794707,88
5721794708,88
5721794709,88
5721795240,105
5721795241,105
5721795242,105
5721795243,105
5721795244,105
5721795246,105
5721795539,46
5721797819,105
5721797820,105
5721798221,105
5721798222,105
5721799528,88
5721799532,88
5721799540,88
5721799544,91
5721799552,88
5721799554,88
5721799557,88
5721799896,93
5721799898,93
5721799901,93
5721799903,93
5721802843,46
5721810020,105
5721810621,105
5721810623,105
5721810624,105
5721810625,105
5721819534,91
5721819535,91
5721819536,91
5721819547,91
5721819548,91
5721819552,91
5721819556,91
5721819562,91
5721819563,91
5721819566,91
5721819568,91
5721819571,91
5721819576,91
5721819577,91
5721819579,91
5721819580,91
5721819593,91
5721819594,91
5721819595,91
5721819596,91
5721819598,91
5721819599,91
5721819605,91
5721819611,91
5721819615,91
5721820367,105
5721820369,105
5721820374,105
5721824706,107
5721824708,107
5721824823,105
5721824824,105
5721840331,92
5721840333,92
5721840334,92
5721840338,92
5721840341,92
5721840352,92
5721840357,92
5721858608,107
5721858609,107
5721858610,107
5721858612,107
5721858613,107
5721858614,107
5721859615,117
5721859616,117
5721859617,117
5721859821,117
5721859835,117
5721859837,117
5721859838,117
5721859843,117
5721859847,117
5721859848,117
5721859849,117
5721859850,117
5721859851,117
5721859852,117
5721859853,117
5721859854,117
5721859855,117
5721859856,117
5721859858,117
5721859859,117
5721859860,117
5721859861,117
5721859862,117
5721859871,117
5721859872,117
5721859874,117
5721859875,117
5721859877,117
5721859880,117
5721859881,117
5721859882,117
5721859883,117
5721859885,117
5721860313,105
5721860316,105
5721861412,87
5721861414,87
5721861415,87
5721866321,111
5721866324,111
5721866326,111
5721866329,111
5721866330,111
5721866333,111
5721866335,111
5721866341,111
5721866343,111
5721866345,111
5721866348,111
5721866349,111
5721866351,111
5721866353,111
5721866358,111
5721866359,111
5721866363,111
5721866364,111
5721866366,111
5721866367,111
5721871001,77
5721873772,88
5721874022,88
5721905499,88
5721905500,88
5721905502,88
5721905506,88
5721905512,88
5721910738,117
5721910750,117
5721910751,117
5721910754,117
5721910766,117
5721910770,117
5721910783,117
5721910794,117
5721912629,88
5721913432,117
5721913437,117
5721913452,117
5721913455,117
5721913460,117
5721913482,117
5721913484,117
5721913485,117
5721924076,88
5721924077,88
5721924083,88
5721924084,88
5721924086,88
5721924090,88
5721924093,88
5721924116,88
5721924117,88
5722099822,117
5722099824,117
5722099825,117
5722099836,117
5722099849,117
5722099853,117
5722099856,117
5722099857,117
5722099858,117
5722109432,90
5722109436,90
5722109450,90
5722136224,88
5722136240,106
5722136243,88
5722136244,106
5722136246,106
5722136248,106
5722160480,92
5722174175,46
5722174177,46
5722182456,117
5722182457,117
5722182463,117
5722182478,117
5722182479,117
5722182482,117
5722182486,117
5722182490,117
5722182497,117
5722182503,117
5722182504,117
5722182506,117
5722182509,117
5722182510,117
5722196122,117
5722196127,117
5722196128,117
5722196129,117
5722196131,117
5722196133,117
5722196136,117
5722196138,117
5722196141,117
5722196145,117
5722196147,117
5722196158,117
5722196159,117
5722196187,117
5722196214,117
5722196217,117
5722196218,117
5722196228,117
5722196231,117
5722196233,117
5722196234,117
5722196236,117
5722199396,57
5722199398,57
5722199404,57
5722199405,57
5722199406,57
5722199407,57
5722199411,57
5722199412,57
5722199414,57
5722199415,57
5722199416,57
5722201022,77
5722201023,77
5722201025,77
5722201026,77
5722201031,77
5722201037,77
5722201038,77
5722201039,77
5722201043,77
5722201047,57
5722201048,57
5722201050,57
5722201054,77
5722201058,57
5722201060,57
5722201063,57
5722201065,57
5722201066,57
5722201082,57
5722218621,88
5722218622,88
5722218623,88
5722218629,106
5722218634,106
5722218640,106
5722218644,106
5722218647,106
5722218649,106
5722218650,106
5722218654,88
5722218669,106
5722218670,106
5722218671,106
5722218672,106
5722218674,106
5722232940,88
5722232942,88
5722232943,88
5722232944,88
5722232945,88
5722232946,88
5722232948,88
5722232957,88
5722232965,88
5722232966,88
5722232967,88
5722232968,88
5722232969,88
5722232973,88
5722232974,88
5722232975,88
5722232977,88
5722232978,88
5722232980,88
5722232982,88
5722232983,88
5722232984,88
5722232986,88
5722232989,88
5722232995,88
5722232996,88
5722232998,88
5722232999,88
5722233001,88
5722233123,88
5722233124,88
5722261926,93
5722261929,93
5722261930,93
5722261933,93
5722261935,93
5722261936,93
5722261937,93
5722261938,93
5722261940,91
5722261944,93
5722261946,93
5722261948,93
5722261949,93
5722261956,93
5722261958,93
5722261959,93
5722261962,93
5722261963,93
5722261964,93
5722261965,93
5722261969,93
5722261975,93
5722261976,93
5722261977,93
5722261988,93
5722261989,93
5722261992,93
5722270020,93
5722270921,93
5722270922,93
5722270923,93
5722270924,93
5722270925,93
5722270926,93
5722270928,93
5722281470,91
5722281471,91
5722281474,91
5722281475,91
5722281476,91
5722281479,91
5722281480,91
5722281481,91
5722288434,91
5722299319,88
5722299654,77
5722299656,77
5722299658,77
5722299661,77
5722299679,77
5722299683,77
5722299684,77
5722300251,88
5722300252,88
5722300253,88
5722300255,88
5722300256,88
5722300272,88
5722300276,88
5722300278,88
5722300285,88
5722300286,88
5722300306,88
5722300307,88
5722300337,88
5722300338,88
5722325756,93
5722325757,88
5722352221,88
5722352224,88
5722352232,88
5722352233,88
5722352234,88
5722386216,88
5722386218,88
5722386219,88
5722386220,88
5722386621,88
5722386623,88
5722386646,88
5722386648,88
5722386649,88
5722386653,88
5722386664,88
5722386666,88
5722386667,88
5722388604,91
5722388607,91
5722388608,91
5722388610,91
5722388611,91
5722388613,91
5722388617,91
5722388619,91
5722388620,91
5722389023,91
5722389024,91
5722389030,91
5722389034,91
5722389035,91
5722389036,91
5722389037,91
5724349936,125
5724349940,125
5724349942,125
5724350018,125
5724350024,125
5724350035,125
5724350070,125
5724350089,125
5724350094,125
5724350101,125
5724350102,125
5724350107,125
5724350114,125
5724350127,125
5724350141,125
5724350145,125
5724356495,125
5724356500,125
5724356519,125
5724356520,125
5724360423,92
5724360426,92
5724360437,92
5724360438,92
5724360448,92
5724360457,92
5724360458,92
5724360462,92
5724360463,92
5724360473,92
5724360474,92
5724360477,92
5724360478,92
5724360518,92
5724360519,92
5724360520,92
5724360522,92
5724360525,92
5724360534,92
5724360535,92
5724360547,92
5724360559,92
5724360564,92
5724360575,92
5724360577,92
5724360599,92
5724360602,92
5724361036,125
5724361041,125
5724361046,125
5724361049,125
5724369445,125
5724369447,125
5724369448,125
5724369451,125
5724369467,125
5724370199,125
5724370200,125
5724375776,125
5724375778,125
5724375780,125
5724375783,125
5724375785,125
5724375787,125
5724375792,125
5724381417,125
5724382025,125
5724382029,125
5724382041,125
5724382045,125
5724382049,125
5724382052,125
5724382056,125
5724382062,125
5724382063,125
5724382066,125
5724405087,125
5724405088,125
5724405092,125
5724405093,125
5724405095,125
5724405104,125
5724405113,125
5724405115,125
5724405117,135
5724405118,135
5724405120,135
5724405322,125
5724405323,125
5724405334,125
5724405338,135
5724405339,135
5724405340,135
5724405348,125
5724405351,125
5724405359,125
5724405361,125
5724405364,125
5724405368,125
5724405378,125
5724508298,92
5724508300,92
5724508305,92
5724508313,92
5724508314,92
5724508317,92
5724508318,92
5724508320,92
5724516323,92
5724516324,92
5724516325,92
5724516326,92
5724516327,92
5724516329,92
5724516331,92
5724516333,92
5724516335,92
5724516336,92
5724516338,92
5724516376,92
5724516378,92
5724516379,92
5724516382,92
5724529796,92
5724529799,92
5724529800,92
5724529801,92
5724529807,92
5724529809,92
5724529815,92
5724530321,92
5724530325,92
5724530327,92
5724530328,92
5724539375,92
5724539376,92
5724539377,92
5724539378,92
5724539379,92
5724539381,92
5724539382,92
5724539384,92
5724539385,92
5724539387,92
5724539391,92
5724539392,92
5724539393,92
5724539394,92
5724539399,92
5724539400,92
5724539401,92
5724539403,92
5724539405,92
5724539409,92
5724539410,92
5724539411,92
5724539412,92
5724539413,92
5724539415,92
5724539419,92
5724540322,92
5724540326,92
5724540332,92
5724540333,92
5724540336,92
5724540338,92
5724541904,77
5724543826,77
5724543832,77
5724543834,77
5724543908,77
5724543910,77
5724543912,77
5724543916,77
5724543917,77
5724543918,77
5724543920,77
5724543921,77
5724543923,77
5724557563,77
5724557564,77
5724557568,77
5724557569,77
5724557572,77
5724557573,77
5724557577,77
5724557578,77
5724557582,77
5724557590,77
5724557604,77
5724575528,19
5724575531,19
5724575532,19
5724575535,19
5724575538,19
5724575540,19
5724575547,19
5724575557,19
5724575558,19
5724575559,19
5724575560,19
5724575561,19
5724575562,19
5724575563,19
5724575564,19
5724575567,19
5724575568,19
5724575569,19
5724575570,19
5724575571,19
5724575572,19
5724575573,19
5724575574,19
5724575575,19
5724575577,19
5724575580,19
5724575596,19
5724575601,19
5724575604,19
5724575605,19
5724578105,77
5724578107,77
5724579745,77
5724579746,77
5724579750,77
5724579756,77
5724579759,77
5724579760,77
5724579767,77
5724579768,77
5724579771,77
5724579772,77
5724579784,77
5724579786,77
5724579787,77
5724579793,77
5724579797,77
5724579801,77
5724579806,77
5724579807,77
5724579808,77
5724579813,77
5724579817,77
5724580124,77
5724580130,77
5724580164,77
5724580165,77
5724580192,77
5724583727,57
5724594088,19
5724594110,92
5724594221,19
5724594222,19
5724594226,19
5724594229,19
5724594230,19
5724594231,19
5724594232,19
5724594233,19
5724594235,19
5724594236,19
5724594237,19
5724594238,19
5724594239,19
5724594241,19
5724594243,19
5724594244,19
5724594245,19
5724594247,19
5724594248,19
5724594249,19
5724594250,19
5724594252,19
5724594253,19
5724594265,19
5724646840,77
5724646847,77
5724646848,77
5724646849,77
5724646850,77
5724646852,77
5724646853,77
5724646854,77
5724646856,77
5724697123,92
5724697124,92
5724697129,92
5724697130,92
5724697131,92
5724697132,92
5724697135,92
5724697136,92
5724697137,92
5724697138,92
5724697139,92
5724697143,92
5724697144,92
5724697194,92
5724697195,92
5724697198,92
5724697243,92
5724697244,92
5724697245,92
5724697246,92
5724697252,92
5724697256,92
5724697257,92
5724697258,92
5724697259,92
5724697260,92
5724697262,92
5724697275,19
5724697276,19
5724697277,19
5724697278,19
5724697311,19
5724697323,19
5724697372,19
5724712046,77
5724712057,77
5724712063,77
5724712064,77
5724712067,77
5724712071,77
5724712072,77
5724712083,77
5724712084,77
5724712087,77
5724712088,77
5724712094,77
5724712120,77
5724784076,77
5724784102,77
5724784103,77
5724784120,77
5724806904,77
5724806905,77
5724806906,77
5724806909,77
5724806910,77
5724806916,77
5724806919,77
5724953716,92
5724959005,106
5724959007,106
5724959010,106
5724959011,106
5724959016,106
5724959020,106
5724964522,106
5724964527,106
5724964538,106
5724990681,19
5724990682,19
5724990685,19
5725064108,106
5725064109,106
5725064111,106
5725065222,106
5725065235,106
5725065238,106
5725065243,106
5725065245,106
5725065247,106
5725065248,106
5725065251,106
5725065266,106
5725065267,106
5725065272,106
5725065273,106
5725065275,106
5725065286,106
5725065287,106
5725065291,106
5725065294,106
5725065295,106
5725065296,106
5725078633,106
5725209540,91
5725209547,91
5727044685,19
5727044719,19
5727045229,19
5727089021,19
5733005222,90
5739101752,10
5739101753,10
5746298928,110
5746298929,110
5758046813,109
5819726253,114
5819726254,114
5819726274,107
5819726276,107
5819726286,107
5819726290,107
5819726304,107
5819726311,107
5820053907,114
5820053913,114
5820053916,114
5820053922,114
5820053927,114
5820053937,114
5820053940,114
5820054157,107
5820054164,107
5820054170,107
5820054181,107
5820054182,107
5820054211,107
5820054212,107
5820054215,107
5820054219,107
5820054221,107
5820054224,107
5820054233,107
5820054234,107
5820054235,107
5820054253,107
5820054261,107
5820054266,107
5820054267,107
5820054268,107
5820054270,107
5820054271,107
5820054272,107
5820054273,107
5820054274,107
5820054276,107
5820054277,107
5820054279,107
5820054288,107
5820054291,107
5820054292,107
5820054299,107
5821768183,114
5821768184,109
5821768192,114
5821768195,114
5821768196,114
5821768208,90
5821768233,90
5821768277,108
5821768279,108
5821768287,107
5821768288,107
5821768314,107
5821768358,107
5821768359,107
5821768375,107
5821768377,107
5821768382,107
5821768386,107
5821768388,107
5821768389,107
5821768390,107
5821768393,107
5821768399,107
5821768400,107
5821768404,114
5821768405,114
5821839668,107
5821839754,114
5821839757,114
5821839813,114
5821839815,114
5821903617,107
5821904072,107
5821904076,114
5821908095,21
5821908097,21
5821908098,21
5828495426,109
5828495464,90
5828713073,90
5828713074,90
5828713075,90
5828713076,90
5828999542,90
5828999543,90
5828999547,90
5831317534,112
5831317545,112
5831317552,112
5831317553,112
5831317554,112
5831317558,180
5831317559,46
5831317560,46
5831317567,148
5831317568,138
5831336987,122
5831395921,110
5831395922,110
5831395924,110
5831395926,167
5831395927,167
5831397227,13
5831397232,13
5831397266,11
5831397267,11
5831397268,11
5831397276,11
5831398986,13
5831398988,13
5831398994,13
5831399045,13
5831399053,90
5835644941,10
5835644955,10
5837326106,132
5837485277,127
5837496385,127
5837496386,127
5837496391,127
5837496392,127
5843519444,77
5843519445,77
5843519446,106
5843519456,106
5843519460,77
5843519462,77
5843519483,88
5843519888,88
5843519892,88
5843519893,88
5843519902,88
5843519909,88
5843519912,88
5843519913,88
5843519929,77
5843519931,77
5843519938,57
5843519948,93
5843519952,93
5843519956,77
5843519965,77
5843519967,77
5843519968,77
5843519969,77
5843519970,77
5843519971,77
5843519978,77
5843519979,77
5843519980,77
5843519990,77
5843519995,77
5843520003,77
5843520005,77
5843520007,77
5843520010,117
5843520011,117
5843520012,92
5843520013,92
5843520072,77
5843520075,77
5843520080,77
5843520081,77
5843520084,77
5843520120,77
5843520121,77
5843520141,87
5845485952,87
5845486385,10
5845486393,10
5845486439,9
5845486455,9
5845486460,9
5875603186,90
5875623873,90
5880000077,152
5880000078,152
5880000081,152
5880000082,152
5880000084,152
5880000485,152
5880000493,152
5880000498,152
5880000499,152
5880000502,152
5880000508,152
5880000511,152
5880000512,152
5880000515,152
5880000516,152
5880000521,152
5880000522,152
5880000525,152
5880175227,164
5880175228,164
5880175234,164
5880175235,164
5880175261,182
5880175266,182
5880175267,182
5880175273,182
5880175275,182
5880175276,164
5880175585,164
5880175592,164
5880175596,164
5880175597,164
5880175598,164
5880175599,164
5880175607,164
5880175610,164
5880175618,164
5880175632,164
5880175635,164
5880175636,164
5880175645,119
5880175651,119
5880175656,164
5880175657,164
5880175658,164
5880175661,182
5880175675,182
5880175677,182
5880175889,182
5880175894,182
5880175895,182
5880175911,182
5880175912,182
5880175915,182
5880175924,182
5880175928,182
5880175935,182
5880175936,182
5880175938,182
5880175939,182
5880175941,182
5880175956,182
5880175957,182
5880175958,182
5880175960,182
5880175961,164
5880175968,182
5880175969,164
5880175970,164
5880175973,164
5880175974,164
5880175975,164
5880175977,164
5880175979,164
5880175981,164
5883130159,111
5883130160,111
5898769297,109
5927858682,105
5927858785,105
5927858791,105
5927858793,105
5927858815,105
5927867342,105
5927867343,105
5927867354,91
5927877190,88
5927884978,87
5928104782,57
5954441639,90
5954441640,90
5962836764,13
5969099105,127
5969099108,127
5969099113,127
5969107583,127
6004007407,108
6004029715,108
6018047256,10
6018047257,10
6033149693,0
6033149707,77
6033152459,173
6039839094,127
6039839110,129
6039839118,129
6041595174,169
6043448254,169
6043448271,169
6043448277,169
6043448346,169
6043448347,169
6043448348,169
6043448349,169
6043448354,169
6043448370,169
6043448397,169
6043448398,169
6043448399,169
6043448401,169
6043448404,169
6043448418,169
6043448419,169
6043448421,169
6043448429,169
6043448430,169
6043729387,169
6043729389,169
6043729390,169
6043729391,169
6043729393,169
6043729395,169
6043729396,169
6043729397,169
6043729398,169
6043729399,169
6043729400,169
6043729401,169
6043729402,169
6043729403,169
6043729404,169
6043729406,169
6043729407,169
6043729408,169
6043729411,169
6043729412,169
6043729413,169
6043729415,169
6043729416,169
6045729204,169
6045729205,169
6045729207,169
6045729212,169
6045729214,137
6046310326,167
6046310327,167
6046310333,167
6046310334,167
6046312672,169
6046312673,169
6046312928,169
6046312933,169
6046312934,169
6046312942,169
6046312945,169
6046312946,169
6046312949,169
6046312957,169
6046312964,169
6046312965,169
6046312966,169
6046312971,169
6046313040,169
6046313120,169
6046912481,118
6046915386,118
6046915387,118
6046915393,118
6046915394,171
6046915819,171
6046915822,171
6046915825,171
6046935765,171
6046935773,171
6046935776,171
6046935781,171
6046935782,171
6046941785,171
6046941790,171
6046941791,171
6046941802,171
6046941821,105
6053689382,126
6053689383,126
6053689385,128
6053689386,126
6053689388,128
6053689389,127
6065691446,46
6065691450,46
6065691451,137
6065691454,137
6065691457,137
6065691470,137
6065691476,137
6065695685,137
6065695690,137
6065695691,137
6065695696,137
6065695706,137
6065695715,137
6065695732,137
6065695733,137
6065695742,137
6065695751,137
6065695752,137
6065695759,137
6065695770,137
6065695771,167
6065695773,167
6065695774,167
6065695778,138
6065695779,138
6065695781,138
6065695783,138
6065695885,138
6065695894,138
6065695895,138
6065695896,138
6065695897,138
6065695898,138
6065695899,138
6065695903,138
6065695904,138
6065695905,138
6065695906,138
6065695907,138
6065695908,138
6065695909,138
6065695910,138
6065695911,138
6065695928,138
6065695930,148
6065695953,137
6065695965,137
6065695968,137
6065695970,137
6065695973,137
6065695975,137
6065695981,137
6065695983,137
6065695984,137
6065695987,137
6065695998,137
6065695999,137
6065696001,137
6065696002,137
6065696003,137
6065696009,137
6065696015,137
6065696017,137
6065696018,137
6065696024,137
6065696025,137
6065696026,137
6065696027,137
6065696028,137
6065696036,137
6065696040,137
6065696051,137
6065696063,137
6065696066,137
6065696073,137
6065696076,137
6065696078,137
6065696086,137
6065696090,137
6065696101,137
6065696102,137
6065696111,137
6065696112,137
6065696120,137
6065696122,137
6065696123,137
6065696126,137
6065696127,137
6065696132,137
6065696137,137
6065696138,137
6065696140,137
6065696142,137
6065696145,137
6065696151,137
6065696160,137
6065696161,137
6065696163,137
6065696175,137
6065696182,137
6065696185,137
6065696186,137
6066269214,169
6066269261,169
6066269262,169
6066269263,169
6066269265,169
6066269266,169
6066269267,169
6066269278,169
6066269279,169
6066269280,169
6066269281,169
6066269282,169
6066269283,169
6066316804,137
6066316809,137
6066316816,137
6066316817,137
6066316818,137
6066316819,137
6066316820,137
6066316821,137
6066316834,137
6066316835,137
6066316836,137
6066316839,137
6066316840,137
6066316847,137
6066316848,137
6066316851,137
6066316852,137
6066316853,137
6066316856,137
6066316857,137
6066316861,137
6066316862,137
6066316864,137
6066316874,137
6066316879,137
6066319586,137
6066319595,137
6066319596,137
6066319606,137
6066319608,137
6066319613,137
6066319614,137
6066319615,137
6066319616,137
6066319617,137
6066319619,137
6066319620,137
6066319623,137
6066319624,169
6066319627,169
6066319658,167
6066319663,169
6066319676,167
6066319785,167
6066319822,167
6066319826,167
6066319831,167
6066319832,167
6066319833,167
6066319834,167
6066319838,167
6066319839,167
6066319840,167
6066319841,167
6066319843,167
6066319847,167
6066319850,167
6066319852,167
6069736536,87
6069736540,87
6069736543,87
6073353254,167
6073353277,137
6073353284,137
6073356426,137
6073356430,137
6073356448,137
6073356462,137
6073356529,137
6073356538,137
6073356630,137
6073356661,137
6073356664,167
6073356814,137
6073356815,137
6073356816,137
6073356914,138
6073357237,167
6090938627,91
6124940952,13
6124940959,13
6177775911,105
6178014583,105
6178014590,105
6178014592,105
6178014593,105
6178014595,105
6178014597,105
6178014603,105
6178014604,105
6178014610,105
6178014612,105
6178014618,105
6178014620,105
6178014621,105
6178014627,105
6178014632,105
6178014634,105
6178014636,105
6178014637,105
6178014650,105
6178014651,105
6178014652,105
6178014655,105
6178014804,105
6178014805,105
6178014830,105
6178014834,105
6178014837,105
6178014838,105
6178014843,105
6178014845,105
6178014846,105
6178014848,105
6178014849,105
6178014851,105
6178014855,105
6178014856,105
6178014857,105
6178014858,105
6178014860,105
6178014869,105
6178014870,105
6178014878,105
6178015018,105
6178015020,105
6178015021,105
6178015026,105
6178015219,105
6178015222,170
6178449612,170
6178449617,170
6178449631,170
6178449643,170
6178449644,170
6178449646,170
6178449655,170
6178449656,170
6178449657,170
6178449658,170
6178449662,170
6178449663,170
6178449664,170
6178449665,170
6178449669,170
6178449673,170
6178449674,170
6178449675,170
6178449676,170
6178449678,170
6178449680,170
6178449681,170
6178449683,170
6178449684,170
6178450488,170
6178450489,170
6178450491,170
6178450492,170
6178450497,170
6178450504,170
6178450756,170
6178450764,170
6178450766,170
6178450785,170
6178450790,170
6178450791,170
6178450794,170
6178450795,170
6178450797,170
6178450798,170
6178450800,170
6178450805,170
6178450806,170
6178450810,170
6178450811,170
6178450814,170
6178450820,170
6178450821,170
6178450824,170
6178450829,170
6178450834,170
6178450835,170
6178450837,170
6178450838,170
6178450840,170
6178450844,170
6178450851,170
6178450852,170
6178450854,170
6178450861,170
6178450862,116
6178450864,105
6178450871,105
6178450986,105
6178451330,105
6178451352,105
6178451366,105
6178451367,105
6178451381,105
6178451382,105
6178451385,105
6178451386,105
6178451387,105
6178451388,105
6178451389,105
6178451390,105
6178451391,105
6178451403,105
6178451413,105
6178451421,105
6178451428,105
6178451437,105
6178451438,105
6178451439,105
6178451450,105
6178451452,105
6178451502,105
6178451503,105
6178451508,105
6178451515,105
6178451530,105
6178451532,105
6178500890,170
6178500891,170
6178500892,170
6178500893,170
6178500895,170
6178500896,170
6178500919,170
6178500920,170
6178500951,170
6178500952,170
6178500954,170
6178500955,170
6178500957,170
6178500974,170
6178500975,170
6178500976,170
6178500980,170
6178501015,170
6178501021,170
6178501026,170
6178501042,170
6178501068,170
6178501072,170
6178501074,170
6178501076,170
6178501077,170
6178501078,170
6178501080,170
6178501083,170
6178501084,170
6178501089,170
6178501090,170
6178501095,170
6178501096,170
6178501098,170
6178501100,170
6178501101,170
6178501110,170
6178501115,170
6178501118,170
6178501129,170
6178501130,170
6178501141,170
6178501143,170
6178501151,170
6178501152,170
6178501162,170
6178501164,170
6178501171,170
6178501173,170
6178501176,170
6178501177,170
6178501178,170
6178501187,170
6178501188,170
6178501191,170
6178501192,170
6178501193,170
6178501194,170
6178501195,170
6178501196,170
6178501197,170
6178501198,170
6178501199,170
6178501200,170
6178501201,170
6178501202,170
6178501203,170
6178501204,170
6178501205,170
6178501206,170
6178501210,170
6178501211,170
6178501212,170
6178501213,170
6178501214,170
6178501218,170
6178501240,170
6178501242,170
6178501243,170
6178501246,170
6178501247,170
6178501249,170
6178501268,170
6178501270,170
6178501282,170
6178501292,170
6178501306,170
6178501313,170
6178501315,170
6178501316,170
6178501317,170
6178501318,170
6178501319,170
6178501324,170
6178501326,170
6178501330,170
6178501332,170
6178501333,170
6178501334,170
6178501336,170
6178501337,170
6178501348,170
6178501352,170
6178501357,170
6178501364,170
6178501373,170
6178501374,170
6178501375,170
6178501376,170
6178501378,170
6185887320,105
6185887323,105
6185887332,105
6185887599,104
6185887620,104
6185887622,104
6185888463,105
6185888464,105
6185888472,105
6185888473,105
6185888474,105
6185888475,105
6185888477,105
6185888478,105
6185888770,105
6185888771,105
6185888811,105
6185888814,105
6185888815,105
6185888816,105
6185888819,105
6185888820,105
6185888821,105
6185888822,105
6185888825,105
6185888826,105
6185888830,105
6185888833,105
6185888834,105
6189717376,105
6189717490,105
6189717520,105
6189717524,105
6189717528,105
6189717537,105
6189717544,105
6189717545,105
6189717548,105
6189717549,105
6189717566,105
6189717568,105
6189717569,105
6189717571,105
6189717572,105
6189717573,105
6189717598,105
6189718314,105
6189718318,105
6189718319,105
6189718411,105
6189718413,105
6189718414,105
6189718415,105
6189718416,105
6189718417,105
6189718419,105
6189718420,105
6189718421,105
6189718422,105
6189718423,105
6189718424,105
6189718425,105
6189718426,105
6189718427,105
6189718443,105
6189718529,105
6189718534,105
6189718535,105
6189718549,105
6189718552,105
6189718554,105
6189718555,105
6189718556,105
6189718563,105
6189718577,105
6189718578,105
6189718681,105
6189719017,105
6189719019,105
6189719020,105
6189719021,105
6189719023,105
6189719024,105
6189719025,105
6189719026,105
6189719027,105
6189719030,105
6189719031,105
6189719036,105
6189719037,105
6189719044,105
6189719045,105
6189719051,105
6189719052,105
6189719054,105
6189719055,105
